LavatoryID;Description;City;Street;Number;PostalCode;Country;Longitude;Latitude;isOwnedByWall;isHandicappedAccessible;Price;canBePayedWithCoins;canBePayedInApp;canBePayedWithNFC;hasChangingTable;LabelID;hasUrinal;FID
Wall_5394;Toilette Haus Nr. 59 (Badestelle/Rettungsstelle Havel) (ex. Heiligensee/Badewiese);Berlin;Sandhauser Str. (0-24 Uhr);;13503;Deutschland;13,2215555555556;52,5943611111111;1;0;0,00;0;0;0;0;5;0;237
Wall_54774;Toilette Dr.-Kleusberg-Promenade;Berlin;Scharfe Lanke ggü. 133 B (0-24 Uhr);;13589;Deutschland;13,18521;52,50165;1;0;0,00;0;0;0;0;5;0;247
Fremd_1;Toilette Am Denkmal für die ermordeten Juden Europas (Hannah-Arendt-Straße | Ecke Cora-Berliner-Straße) ;Berlin;Am Denkmal für die ermordeten Juden Europas (Hannah-Arendt-Straße | Ecke Cora-Berliner-Straße) ;;10117;Deutschland;13,38045;52,51376;0;1;0,00;0;0;0;0;6;0;
Fremd_10;Toilette Tempelhofer Feld;Berlin;Tempelhofer Feld;;10965;Deutschland;13,40874;52,4793;0;0;0,00;0;0;0;0;6;0;
Fremd_116;Toilette Friedhof Heerstraße (an der Friedhofskapelle);Berlin;Friedhof Heerstraße (an der Friedhofskapelle);;14053;Deutschland;13,2490780297724;52,5148825012018;0;0;0,00;0;0;0;0;6;0;
Fremd_117;Toilette Friedhof Ruhleben (altes Verwaltungsgebäude);Berlin;Friedhof Ruhleben (altes Verwaltungsgebäude);;13597;Deutschland;13,23108;52,525284;0;0;0,00;0;0;0;0;6;0;
Fremd_118;Toilette Friedhof Heerstraße (Eingangsbereich Insterburgallee);Berlin;Friedhof Heerstraße (Eingangsbereich Insterburgallee);;14053 ;Deutschland;13,253641;52,512298;0;0;0,00;0;0;0;0;6;0;
Fremd_119;Toilette Friedhof Grunewald;Berlin;Friedhof Grunewald;;10711;Deutschland;13,285584;52,49824;0;1;0,00;0;0;0;0;6;0;
Fremd_12;Toilette Wannsee (Sommerbetrieb);Berlin;Wannsee (Sommerbetrieb);;14129;Deutschland;13,17935;52,43684;0;0;0,00;0;0;0;0;6;0;
Fremd_120;Toilette Friedhof Schmargendorf;Berlin;Friedhof Schmargendorf;;14199 ;Deutschland;13,292135;52,473386;0;0;0,00;0;0;0;0;6;0;
Fremd_121;Toilette Friedhof Wilmersdorf;Berlin;Friedhof Wilmersdorf;;10713 ;Deutschland;13,310068;52,487212;0;1;0,00;0;0;0;0;6;0;
Fremd_122;Toilette Fennpfuhlpark;Berlin;Fennpfuhlpark;;10369 ;Deutschland;13,4770118599248;52,5294911931032;0;0;0,00;0;0;0;0;6;0;
Fremd_123;Toilette Rummelsburger Bucht;Berlin;Rummelsburger Bucht;;10317 ;Deutschland;13,4810596008142;52,4955882745094;0;0;0,00;0;0;0;0;6;0;
Fremd_124;Toilette Landschaftspark Herzberge;Berlin;Landschaftspark Herzberge;;10315;Deutschland;13,5082753870296;52,5217602324643;0;1;0,00;0;0;0;0;6;0;
Fremd_125;Toilette Kienbergpark;Berlin;Kienbergpark;;12683 ;Deutschland;13,5894403548536;52,5306179217177;0;0;0,00;0;0;0;0;6;0;
Fremd_126;Toilette Rotes Rathaus;Berlin;Rotes Rathaus;;10178 ;Deutschland;13,40631;52,51849;0;0;0,50;1;0;0;1;6;0;
Fremd_127;Toilette Kleiner Tiergarten | Stromstraße;Berlin;Kleiner Tiergarten | Stromstraße;;10551 ;Deutschland;13,34312;52,52585;0;0;0,00;0;0;0;0;6;0;
Fremd_128;Toilette Volkspark Rehberge, Eingang Afrikanische Straße | Ottawi Straße I Dohnagestell;Berlin;Volkspark Rehberge, Eingang Afrikanische Straße | Ottawi Straße I Dohnagestell;;13351 ;Deutschland;13,33705;52,55272;0;0;0,00;0;0;0;0;6;0;
Fremd_129;Toilette Hasenheide - Hasenschänke;Berlin;Hasenheide - Hasenschänke;;10965 ;Deutschland;13,4165756212721;52,4825703835906;0;0;0,00;0;0;0;0;6;0;
Fremd_13;Toilette Leopoldplatz (Schulstraße | Turiner Straße);Berlin;Leopoldplatz (Schulstraße | Turiner Straße);;13347;Deutschland;13,36125;52,54789;0;1;0,10;1;0;0;0;6;0;
Fremd_130;Toilette Friedhof Lilienthalstraße - Lilienthalstraße 7;Berlin;Friedhof Lilienthalstraße - Lilienthalstraße 7;;10965 ;Deutschland;13,4083137021765;52,486669230614;0;0;0,00;0;0;0;0;6;0;
Fremd_131;Toilette Friedhof Columbiadamm - Columbiadamm 122;Berlin;Friedhof Columbiadamm - Columbiadamm 122;;10965 ;Deutschland;13,4084580865748;52,4803627550213;0;0;0,00;0;0;0;0;6;0;
Fremd_132;Toilette Friedhof Urnenhain - Leonberger Ring 54;Berlin;Friedhof Urnenhain - Leonberger Ring 54;;12349 ;Deutschland;13,4264469843277;52,4281344434783;0;0;0,00;0;0;0;0;6;0;
Fremd_133;Toilette Friedhof Alt-Buckow - Alt-Buckow 39B;Berlin;Friedhof Alt-Buckow - Alt-Buckow 39B;;12349 ;Deutschland;13,4305749941639;52,4214775765321;0;0;0,00;0;0;0;0;6;0;
Fremd_134;Toilette Friedhof Koppelweg - Koppelweg 10;Berlin;Friedhof Koppelweg - Koppelweg 10;;12347 ;Deutschland;13,4318942232256;52,4450703061898;0;0;0,00;0;0;0;0;6;0;
Fremd_135;Toilette Parkfriedhof Neukölln - Buckower Damm 148;Berlin;Parkfriedhof Neukölln - Buckower Damm 148;;12349 ;Deutschland;13,4325483478993;52,4311522292827;0;0;0,00;0;0;0;0;6;0;
Fremd_136;Toilette Friedhof Buschkrugallee - Buschkrugallee 38;Berlin;Friedhof Buschkrugallee - Buschkrugallee 38;;12347;Deutschland;13,4462947014778;52,460396974104;0;0;0,00;0;0;0;0;6;0;
Fremd_137;Toilette Café im Park am Buschkrug;Berlin;Café im Park am Buschkrug;;12359 ;Deutschland;13,4511717779569;52,4538987930298;0;0;0,00;0;0;0;0;6;0;
Fremd_138;Toilette Friedhof Rudow - Köpenicker Straße 131;Berlin;Friedhof Rudow - Köpenicker Straße 131;;12355 ;Deutschland;13,5039574900312;52,4209827871531;0;0;0,00;0;0;0;0;6;0;
Fremd_139;Toilette Kiosk im Nordpark;Berlin;Kiosk im Nordpark;;12355 ;Deutschland;13,5062657600599;52,4052645026022;0;0;0,00;0;0;0;0;6;0;
Fremd_140;Toilette Mauerpark(Erweiterung);Berlin;Mauerpark(Erweiterung);;13355 ;Deutschland;13,4011410356316;52,5440106203007;0;0;0,00;0;0;0;0;6;0;
Fremd_141;Toilette Flughafensee Tegel (Bernauer/Sterkraderstr.);Berlin;Flughafensee Tegel (Bernauer/Sterkraderstr.);;13507 ;Deutschland;13,28361;52,56961;0;0;0,00;0;0;0;0;6;0;
